RowNumber,FieldName,ErrorCode,Message
176,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
176,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
176,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
176,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
177,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
177,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
177,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
177,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
178,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
178,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
178,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
178,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
179,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
179,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
179,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
179,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
180,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
180,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
180,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
180,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
181,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
181,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
181,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
181,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
182,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
182,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
182,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
182,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
183,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
183,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
183,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
183,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
184,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
184,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
184,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
184,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
185,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
185,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
185,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
185,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
186,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
186,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
186,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
186,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
187,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
187,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
187,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
187,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
188,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
188,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
188,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
188,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
189,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
189,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
189,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
189,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
190,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
190,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
190,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
190,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
191,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
191,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
191,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
191,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
192,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
192,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
192,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
192,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
193,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
193,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
193,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
193,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
194,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
194,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
194,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
194,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
195,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
195,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
195,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
195,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
196,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
196,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
196,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
196,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
197,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
197,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
197,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
197,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
198,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
198,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
198,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
198,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
199,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
199,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
199,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
199,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
200,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
200,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
200,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
200,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
201,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
201,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
201,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
201,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
202,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
202,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
202,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
202,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
203,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
203,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
203,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
203,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
204,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
204,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
204,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
204,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
205,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
205,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
205,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
205,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
206,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
206,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
206,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
206,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
207,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
207,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
207,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
207,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
208,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
208,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
208,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
208,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
209,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
209,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
209,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
